City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,yuzhno-kurilsk,44.0306,145.8556,19.48,100,100,4.13,RU,1691592917
283,karwar,14.8,74.1333,25.82,85,83,2.18,IN,1691592917
284,kayyerkan,69.3786,87.7439,21.28,60,82,5.11,RU,1691592917
285,oum hadjer,13.2954,19.6966,28.37,67,100,3.39,TD,1691592917
286,arkhangel'sk,64.5401,40.5433,25.03,48,1,2.15,RU,1691592917
287,port macquarie,-31.4333,152.9167,7.16,93,9,3.02,AU,1691592917
288,nantucket,41.2835,-70.0995,25.03,68,100,6.69,US,1691592759
289,mazagao,-0.115,-51.2894,31.03,56,25,3.2,BR,1691592918
290,mount pearl,47.5166,-52.7813,15.47,90,100,2.06,CA,1691592918
291,howrah,22.5892,88.3103,31.0,79,75,0.0,IN,1691592918
292,pacasmayo,-7.4006,-79.5714,22.7,72,99,4.76,PE,1691592918
293,udachny,66.4167,112.4,20.25,39,0,5.72,RU,1691592918
294,crucecita,-28.95,-58.9833,18.87,71,68,2.02,AR,1691592919
295,nova sintra,14.8667,-24.7167,22.87,72,33,5.7,CV,1691592919
296,holualoa,19.6228,-155.9522,23.91,77,100,3.6,US,1691592919
297,porto novo,6.4965,2.6036,27.9,70,65,6.7,BJ,1691592864
298,kavieng,-2.5744,150.7967,27.31,75,91,7.64,PG,1691592728
299,kachkanar,58.7,59.4948,20.79,66,100,0.96,RU,1691592919
300,road town,18.4167,-64.6167,31.02,74,40,4.63,VG,1691592920
301,nemuro,43.3236,145.575,18.97,100,100,6.44,JP,1691592920
302,spearfish,44.4908,-103.8594,22.16,62,0,0.89,US,1691592656
303,boda,4.3189,17.4695,26.35,82,26,2.04,CF,1691592920
304,antsiranana,-12.2787,49.2917,26.42,53,20,5.14,MG,1691592920
305,ta`u,-14.2336,-169.5144,26.82,75,8,4.85,AS,1691592740
306,posse,-14.0931,-46.3694,31.13,25,1,4.15,BR,1691592920
307,sindirgi,39.2413,28.1784,24.19,52,1,7.36,TR,1691592921
308,bantogon,6.5333,124.0333,26.03,81,100,1.23,PH,1691592921
309,zhangjiakou,40.81,114.8794,23.3,87,12,2.01,CN,1691592717
310,qarqaraly,49.4058,75.4742,19.91,66,71,2.43,KZ,1691592921
311,salym,60.0625,71.4789,13.33,90,100,1.92,RU,1691592921
312,kyzyl-suu,42.3414,78.0056,18.22,52,1,2.13,KG,1691592921
313,san felice circeo,41.2372,13.0942,29.14,63,89,6.66,IT,1691592921
314,oyem,1.5995,11.5793,24.03,86,80,1.15,GA,1691592922
315,navirai,-23.065,-54.1906,25.84,46,2,3.58,BR,1691592922
316,hasaki,35.7333,140.8333,27.39,89,0,6.11,JP,1691592922
317,st. john's,47.5649,-52.7093,14.32,90,100,2.06,CA,1691592718
318,aberdeen,57.1437,-2.0981,18.7,58,75,2.06,GB,1691592922
319,carutapera,-1.195,-46.02,30.76,58,20,4.59,BR,1691592774
320,mejit,10.2753,170.8646,27.91,71,79,4.84,MH,1691592923
321,kangding,30.0513,101.9603,17.78,98,99,1.29,CN,1691592923
322,kothi,24.75,80.7833,28.05,67,100,3.88,IN,1691592923
323,mulayjah,27.271,48.4242,41.66,9,0,1.94,SA,1691592923
324,kralendijk,12.15,-68.2667,30.99,74,20,7.2,BQ,1691592924
325,mao,39.8885,4.2658,28.31,61,20,4.63,ES,1691592924
326,uige,-7.6087,15.0613,33.97,19,2,2.15,AO,1691592924
327,manokwari,-0.8667,134.0833,26.17,78,100,1.61,ID,1691592924
328,isangel,-19.55,169.2667,19.66,75,80,5.47,VU,1691592924
329,ust-nera,64.5667,143.2,12.66,76,40,1.85,RU,1691592925
330,pathein,16.7833,94.7333,24.54,94,100,1.6,MM,1691592925
331,chulakkurgan,43.765,69.1814,30.84,27,30,2.94,KZ,1691592925
332,khash,28.2211,61.2158,32.78,13,51,7.63,IR,1691592853
333,taroa,8.7058,171.2275,27.33,79,39,4.08,MH,1691592925
334,korla,41.7597,86.1469,31.92,21,0,2.72,CN,1691592925
335,majie,25.0333,102.6361,19.99,88,40,2.0,CN,1691592925
336,mae sai,20.4335,99.8762,22.58,99,100,0.43,TH,1691592926
337,itoman,26.1247,127.6694,28.43,98,40,5.14,JP,1691592926
338,al fallujah,33.3538,43.7795,46.94,6,0,2.42,IQ,1691592926
339,vilyuchinsk,52.9306,158.4028,14.15,76,100,4.64,RU,1691592926
340,micheweni,-4.9667,39.8333,25.24,76,34,6.3,TZ,1691592926
341,kamyzyak,46.11,48.0736,36.99,28,75,3.0,RU,1691592926
342,qamdo,31.1667,97.2333,9.11,68,49,0.87,CN,1691592926
343,gadzhiyevo,69.2551,33.3362,24.45,57,2,2.0,RU,1691592927
344,nova kakhovka,46.7545,33.3486,28.3,28,19,6.23,UA,1691592927
345,ciudad lazaro cardenas,17.9583,-102.2,29.51,75,53,1.26,MX,1691592927
346,oshakati,-17.7833,15.6833,29.7,13,5,0.88,NA,1691592927
347,ad dabbah,18.05,30.95,40.06,23,26,1.25,SD,1691592927
348,fortuna,40.5982,-124.1573,16.31,95,100,0.0,US,1691592927
349,tralee,52.2704,-9.7026,24.14,57,20,4.63,IE,1691592923
350,baotou,40.6522,109.8222,29.78,32,100,3.51,CN,1691592928
351,tera,14.0078,0.7531,30.2,56,92,3.79,NE,1691592928
352,chahuites,16.2833,-94.1833,28.71,75,92,1.25,MX,1691592928
353,tamandare,-8.7597,-35.1047,27.09,59,22,4.89,BR,1691592799
354,zakynthos,37.7914,20.8953,29.68,58,20,5.14,GR,1691592854
355,ghat,24.9647,10.1728,38.17,12,0,8.14,LY,1691592928
356,tezu,27.9167,96.1667,25.71,97,93,1.29,IN,1691592929
357,walvis bay,-22.9575,14.5053,17.53,72,0,3.09,NA,1691592929
358,pathardi,19.1667,75.1833,26.24,67,100,5.22,IN,1691592929
359,dom pedrito,-30.9828,-54.6731,14.96,88,100,2.18,BR,1691592929
360,saldanha,-33.0117,17.9442,25.03,74,0,4.84,ZA,1691592754
361,saint-philippe,-21.3585,55.7679,21.77,78,38,3.71,RE,1691592929
362,mweka,-4.85,21.5667,33.54,28,77,0.8,CD,1691592929
363,lihue,21.9789,-159.3672,26.77,75,100,8.75,US,1691592930
364,pimentel,-6.8367,-79.9342,23.16,78,100,1.03,PE,1691592930
365,el jadid,33.2549,-8.506,24.52,81,11,8.36,MA,1691592930
366,horta,38.5333,-28.6333,25.8,84,20,6.17,PT,1691592930
367,amacuzac,18.5833,-99.35,24.87,75,100,0.24,MX,1691592930
368,ardestan,33.3761,52.3694,32.97,19,4,6.82,IR,1691592930
369,toliara,-23.35,43.6667,22.88,77,0,9.28,MG,1691592931
370,bacsalmas,46.1265,19.3326,24.41,35,100,1.19,HU,1691592931
371,rovaniemi,66.5,25.7167,17.67,94,100,1.54,FI,1691592931
372,hithadhoo,-0.6,73.0833,27.85,71,63,0.86,MV,1691592931
373,tonota,-21.4833,27.4833,20.61,22,0,7.5,BW,1691592931
374,coria,39.9879,-6.5377,36.92,18,59,4.84,ES,1691592932
375,talara,-4.5772,-81.2719,24.42,73,0,4.43,PE,1691592932
376,kargasok,59.0556,80.8572,16.14,71,94,2.72,RU,1691592756
377,kroya,-7.6331,109.2461,22.97,87,100,2.95,ID,1691592932
378,chinde,26.8418,88.0763,19.16,96,97,0.94,NP,1691592932
379,la paz,-16.5,-68.15,13.1,33,20,4.12,BO,1691592860
380,berezovyy,51.6667,135.7,13.93,84,70,1.46,RU,1691592932
381,chirilagua,13.2203,-88.1386,27.86,54,8,0.87,SV,1691592933
382,san patricio,28.017,-97.5169,32.32,54,1,8.06,US,1691592933
383,orita eruwa,7.55,3.4333,25.46,86,96,4.15,NG,1691592933
384,valentin gomez farias,28.2167,-106.5833,25.61,37,2,1.97,MX,1691592933
385,tidjikja,18.5564,-11.4271,41.09,14,14,3.85,MR,1691592933
386,jerome,42.7241,-114.5186,19.13,59,40,5.14,US,1691592933
387,badger,64.8,-147.5333,15.93,95,75,2.57,US,1691592934
388,sonoita,31.85,-112.8333,29.49,48,14,4.05,MX,1691592934
389,punta alta,-38.8759,-62.0736,15.6,43,100,5.9,AR,1691592934
390,tyukhtet,56.5389,89.3011,15.37,87,37,1.86,RU,1691592934
391,cave spring,37.2276,-80.0128,26.06,69,40,4.63,US,1691592934
392,hamilton,39.1834,-84.5333,26.54,77,0,2.57,US,1691592875
393,brisas de zicatela,15.8369,-97.0419,29.15,70,100,1.46,MX,1691592935
394,sishui,35.6489,117.2758,24.77,80,29,1.76,CN,1691592935
395,presidente prudente,-22.1256,-51.3889,23.75,53,0,6.17,BR,1691592935
396,alofi,-19.0595,-169.9187,24.94,94,26,2.06,NU,1691592935
397,anna regina,7.2644,-58.5077,29.8,67,31,4.34,GY,1691592935
398,kharkhorin,47.1975,102.8238,16.16,90,79,2.47,MN,1691592935
399,palmer,42.1584,-72.3287,25.04,59,75,4.63,US,1691592721
400,puerto santa,-8.9906,-78.6456,21.13,76,88,2.96,PE,1691592936
401,qingnian,36.8456,115.7117,25.65,80,57,2.53,CN,1691592936
402,fort st. john,56.2499,-120.8529,13.94,94,75,2.06,CA,1691592936
403,deqen,29.9618,90.7188,14.77,61,36,1.6,CN,1691592936
404,ulladulla,-35.35,150.4667,11.95,67,87,3.45,AU,1691592936
405,fiche,9.8,38.7333,12.52,90,100,0.9,ET,1691592936
406,utrik,11.2278,169.8474,28.06,74,33,5.44,MH,1691592936
407,bandar-e lengeh,26.5579,54.8807,38.06,47,0,3.09,IR,1691592936
408,molde,62.7375,7.1591,14.28,88,75,5.66,NO,1691592937
409,sovetskaya gavan',48.9723,140.2878,14.93,76,100,1.28,RU,1691592937
410,rikaze,29.25,88.8833,19.46,45,61,2.22,CN,1691592937
411,ikang,4.7898,8.5316,27.94,71,83,3.9,NG,1691592937
412,asha,54.9973,57.2722,21.86,67,81,1.27,RU,1691592937
413,esquipulas,14.5667,-89.35,25.23,83,40,0.0,GT,1691592937
414,houghton,47.1219,-88.569,21.17,85,75,5.66,US,1691592901
415,bafra,41.5678,35.9069,25.07,62,56,4.19,TR,1691592938
416,remire-montjoly,4.9167,-52.2667,32.02,58,40,3.6,GF,1691592938
417,tuban,-6.8976,112.0649,24.86,77,85,3.34,ID,1691592938
418,saint-hilaire-de-talmont,46.47,-1.6036,29.01,41,0,1.01,FR,1691592938
419,port lincoln,-34.7333,135.8667,11.88,70,7,6.12,AU,1691592938
420,baker city,44.7749,-117.8344,19.8,94,0,0.0,US,1691592848
421,keren,15.7778,38.4581,24.97,64,78,2.54,ER,1691592938
422,san fernando de apure,7.8878,-67.4724,29.2,78,98,1.31,VE,1691592939
423,san luis de la loma,17.2706,-100.8939,28.4,80,89,1.67,MX,1691592939
424,middelburg,-25.7751,29.4648,16.57,36,9,6.67,ZA,1691592939
425,anori,-3.7728,-61.6442,35.8,36,7,1.73,BR,1691592939
426,ramos arizpe,25.55,-100.9667,29.42,42,0,3.09,MX,1691592939
427,novyy urgal,51.0736,132.5642,14.85,79,94,0.77,RU,1691592939
428,jining,35.405,116.5814,25.45,77,29,2.49,CN,1691592939
429,ixtapa,20.7,-105.2,30.68,79,40,1.34,MX,1691592910
430,sao tome,0.3365,6.7273,24.83,81,64,4.82,ST,1691592940
431,chibougamau,49.9168,-74.3659,15.79,72,0,2.57,CA,1691592940
432,mossendjo,-2.9506,12.7261,30.6,42,35,2.08,CG,1691592940
433,faya-largeau,17.9257,19.1043,36.94,36,0,3.09,TD,1691592940
434,luena,-11.7833,19.9167,29.54,16,2,3.03,AO,1691592940
435,cayambe,0.05,-78.1333,11.59,85,100,2.58,EC,1691592940
436,okakarara,-20.5833,17.4333,25.7,18,86,4.01,NA,1691592941
437,carbondale,37.7273,-89.2168,25.03,89,20,3.6,US,1691592941
438,kailua-kona,19.6406,-155.9956,25.98,77,100,3.6,US,1691592941
439,seven pagodas,12.6264,80.1722,31.03,75,100,4.57,IN,1691592941
440,kamloops,50.6665,-120.3192,16.55,91,100,0.0,CA,1691592941
441,huron,41.1501,-82.5499,25.41,79,2,3.74,US,1691592941
442,lahat,-3.8,103.5333,23.86,80,100,1.38,ID,1691592941
443,cabo san lucas,22.8909,-109.9124,32.81,64,11,5.84,MX,1691592828
444,rasht,37.2808,49.5832,30.9,74,20,3.09,IR,1691592942
445,igrim,63.1906,64.4162,16.42,55,92,2.22,RU,1691592734
446,ribeira brava,32.65,-17.0667,28.89,77,1,0.8,PT,1691592942
447,camabatela,-8.1881,15.375,31.6,18,6,0.81,AO,1691592942
448,port blair,11.6667,92.75,28.02,83,75,5.14,IN,1691592942
449,ibshaway,29.358,30.6814,37.31,19,0,4.54,EG,1691592942
450,gamba,-2.65,10.0,24.94,69,13,4.43,GA,1691592864
451,callao,-12.0667,-77.15,22.62,73,100,2.57,PE,1691592804
452,flin flon,54.7682,-101.865,11.91,71,20,3.09,CA,1691592943
453,karaisali,37.2567,35.0589,31.65,55,0,3.65,TR,1691592943
454,thinadhoo,0.5333,72.9333,27.58,74,40,2.04,MV,1691592943
455,kinablangan,7.6947,126.5503,26.38,84,100,2.31,PH,1691592943
456,la passe,45.5549,-0.8967,32.13,24,0,2.52,FR,1691592944
457,quellon,-43.1167,-73.6167,12.14,94,100,8.23,CL,1691592944
458,maulavi bazar,24.4833,91.7833,25.63,96,100,2.73,BD,1691592944
459,el haouaria,37.05,11.0144,28.01,41,0,4.03,TN,1691592944
460,northwest harborcreek,42.1494,-79.9946,25.29,78,0,3.6,US,1691592944
461,nagqu,31.5,92.0,9.95,68,88,1.5,CN,1691592944
462,atbasar,51.8,68.3333,20.58,63,100,4.26,KZ,1691592945
463,tabuk,17.4189,121.4443,25.14,85,100,1.41,PH,1691592945
464,shush,32.1942,48.2436,46.21,8,0,2.1,IR,1691592945
465,necochea,-38.5473,-58.7368,12.24,68,100,6.63,AR,1691592946
466,wainwright,52.839,-110.8572,12.22,81,100,4.72,CA,1691592946
467,kikwit,-5.041,18.8162,34.25,28,94,3.4,CD,1691592946
468,columbia,34.0007,-81.0348,30.42,62,0,1.54,US,1691592920
469,rongelap,11.1635,166.8941,27.59,78,60,2.89,MH,1691592947
470,al hawatah,13.4167,34.6333,31.22,54,64,3.11,SD,1691592947
471,mohr,54.3528,9.7167,18.99,64,20,9.77,DE,1691592947
472,nicoya,10.1483,-85.452,28.36,72,73,2.24,CR,1691592947
473,palikir - national government center,6.9248,158.1611,26.91,78,100,3.23,FM,1691592947
474,ulsteinvik,62.3432,5.8487,14.39,89,100,7.15,NO,1691592947
475,grantsville,40.5999,-112.4644,23.09,44,0,2.57,US,1691592948
476,kavaratti,10.5669,72.642,28.01,78,100,7.59,IN,1691592948
477,nebbi,2.4783,31.0889,26.91,56,21,2.34,UG,1691592948
478,port-cartier,50.0334,-66.8654,15.12,98,100,5.94,CA,1691592948
479,salalah,17.0151,54.0924,27.05,89,100,4.63,OM,1691592948
480,sodankyla,67.4167,26.6,19.19,90,88,1.08,FI,1691592948
481,ilave,-16.0833,-69.6667,12.4,31,3,2.2,PE,1691592949
482,higuera de zaragoza,25.95,-109.2833,28.96,59,74,1.47,MX,1691592949
483,balabac,7.9868,117.0645,28.21,77,12,4.6,PH,1691592949
484,chom thong,18.4174,98.6743,26.14,96,100,1.56,TH,1691592949
485,san rafael,-34.6177,-68.3301,17.41,21,100,3.39,AR,1691592870
486,lubang,13.8584,120.124,28.49,81,55,5.26,PH,1691592949
487,romanovka,51.7443,42.7527,28.52,47,2,2.88,RU,1691592949
488,okha,53.5739,142.9478,11.59,95,14,1.98,RU,1691592950
489,salamanca,40.8333,-6.0,36.88,17,48,8.61,ES,1691592950
490,khutar,28.2,80.2833,27.31,83,100,1.48,IN,1691592950
491,wanning,18.8003,110.3967,27.86,77,100,3.61,CN,1691592950
492,bishkul,54.7803,69.1033,25.03,35,98,3.29,KZ,1691592950
493,soio,-6.1349,12.3689,24.2,75,39,5.29,AO,1691592950
494,papao,-17.75,-149.55,22.82,74,91,7.47,PF,1691592950
495,homer,59.6425,-151.5483,13.93,87,100,0.0,US,1691592951
496,kencong,-8.2833,113.3667,21.52,91,98,0.96,ID,1691592951
497,rouissat,31.9243,5.3502,43.04,10,0,0.0,DZ,1691592951
498,riohacha,11.5444,-72.9072,32.06,66,20,4.12,CO,1691592951
499,tuchkovo,55.6011,36.4681,22.89,76,37,3.24,RU,1691592951
500,sakata,38.9167,139.855,26.78,87,12,5.99,JP,1691592951
501,zaraza,9.3503,-65.3245,31.94,58,12,2.45,VE,1691592951
502,verkhotur'ye,58.8627,60.8054,21.46,71,100,0.6,RU,1691592952
503,labuan,5.2767,115.2417,26.2,89,20,0.0,MY,1691592952
504,al fuwayliq,26.4432,43.2534,39.76,8,0,3.56,SA,1691592952
505,alenquer,-1.9417,-54.7383,33.86,45,4,2.61,BR,1691592952
506,santa marta,11.2408,-74.199,29.03,84,20,4.12,CO,1691592672
507,sorong,-0.8833,131.25,25.97,84,93,6.52,ID,1691592781
508,chimore,-16.9833,-65.1333,32.12,38,0,1.39,BO,1691592952
509,santa cruz,-17.8,-63.1667,26.03,36,0,6.17,BO,1691592952
510,laredo,27.5064,-99.5075,29.16,70,20,6.69,US,1691592681
511,vitorino freire,-4.0667,-45.1667,35.52,35,6,2.77,BR,1691592953
512,susa,35.8254,10.637,29.88,54,0,6.69,TN,1691592953
513,minas de marcona,-15.2119,-75.1103,16.53,66,21,4.45,PE,1691592953
514,abepura,-2.6333,140.5833,24.45,88,20,1.03,ID,1691592953
515,villa hernandarias,-31.231,-59.985,16.81,54,5,2.6,AR,1691592953
516,gisborne,-38.6533,178.0042,5.64,84,27,4.14,NZ,1691592953
517,lazaro cardenas,17.9583,-102.2,29.51,75,53,1.26,MX,1691592927
518,mariestad,58.7097,13.8237,13.06,97,100,5.11,SE,1691592954
519,guaiba,-30.1139,-51.325,17.92,79,100,6.17,BR,1691592954
520,karachi,24.9056,67.0822,27.9,78,75,7.2,PK,1691592889
521,cambria,35.5641,-121.0808,14.3,96,16,0.66,US,1691592954
522,manismata,-2.4667,111.0333,22.96,88,52,1.48,ID,1691592954
523,qa'en,33.7265,59.1844,28.39,19,11,8.44,IR,1691592954
524,acapulco de juarez,16.8634,-99.8901,28.11,79,100,1.96,MX,1691592954
525,mayo-belwa,9.05,12.05,32.44,66,100,2.63,NG,1691592954
526,dhidhdhoo,6.8833,73.1,28.12,78,100,7.99,MV,1691592677
527,loen,7.7601,168.2307,27.3,77,95,2.63,MH,1691592955
528,north bend,43.4065,-124.2243,17.31,94,100,1.54,US,1691592670
529,gola gokarannath,28.0833,80.4667,26.93,85,100,1.15,IN,1691592955
530,vanino,49.0869,140.2543,14.59,76,100,1.24,RU,1691592955
531,viedma,-40.8135,-62.9967,15.13,34,94,8.95,AR,1691592955
532,posto fiscal rolim de moura,-13.0833,-62.2667,35.82,29,7,1.36,BR,1691592955
533,juli,-16.2167,-69.45,10.09,34,3,2.22,PE,1691592955
534,tuba city,36.135,-111.2399,21.88,25,47,0.89,US,1691592955
535,muromtsevo,56.3724,75.2418,18.86,64,31,0.96,RU,1691592956
536,strelka,58.0728,93.0344,14.87,88,4,0.93,RU,1691592956
537,bayganin,48.6947,55.8742,28.98,27,4,6.63,KZ,1691592712
538,el fasher,13.6279,25.3494,30.92,44,56,5.22,SD,1691592956
539,dubbo,-32.25,148.6167,7.07,76,69,2.06,AU,1691592956
540,taghazout,30.5426,-9.7112,31.43,45,10,4.22,MA,1691592956
541,sokoni,-6.4333,39.55,24.79,81,23,8.65,TZ,1691592957
542,mednogorsk,51.4128,57.595,19.36,68,85,6.36,RU,1691592957
543,trairi,-3.2778,-39.2689,30.12,57,43,6.93,BR,1691592745
544,upington,-28.4478,21.2561,29.21,10,0,3.09,ZA,1691592957
545,eseka,3.65,10.7667,24.49,93,90,1.91,CM,1691592957
546,kuqa,41.7278,82.9364,26.06,35,28,13.67,CN,1691592957
547,cova figueira,14.8905,-24.2934,23.24,74,8,3.94,CV,1691592957
548,hami,42.8,93.45,31.85,21,33,5.34,CN,1691592957
549,mili,6.0815,171.735,27.94,72,100,1.58,MH,1691592703
550,plastun,44.7561,136.2939,16.35,98,100,1.26,RU,1691592958
551,ca mau,9.1769,105.15,27.12,81,4,2.08,VN,1691592958
552,kenai,60.5544,-151.2583,11.75,98,100,2.06,US,1691592958
553,preobrazheniye,42.9019,133.9064,18.78,97,100,4.84,RU,1691592958
554,hotan,37.0997,79.9269,31.07,25,33,3.01,CN,1691592958
555,bengkulu,-3.8004,102.2655,25.37,89,73,2.85,ID,1691592958
556,saint-francois,46.4154,3.9054,28.15,32,0,3.6,FR,1691592958
557,collinsville,38.6703,-89.9846,24.23,92,20,2.57,US,1691592959
558,levuka,50.1834,-105.4011,11.9,94,100,2.57,CA,1691592959
559,mount pleasant,32.7941,-79.8626,31.21,66,0,4.63,US,1691592786
560,cockburn town,21.4612,-71.1419,28.95,81,48,7.43,TC,1691592959
561,guerrero negro,27.9769,-114.0611,23.6,74,7,5.17,MX,1691592693
562,al kut,32.5147,45.819,46.88,7,0,3.23,IQ,1691592959
563,miquelon,47.0975,-56.3814,17.0,79,100,10.51,PM,1691592959
564,bikenibeu village,1.3673,173.1241,25.98,89,40,0.0,KI,1691592959
565,whakatane,-37.9585,176.9854,3.21,99,23,1.16,NZ,1691592959
566,el gouna,27.3942,33.6782,39.05,36,0,7.1,EG,1691592960
